,tweet_id,retweet_count,likes
0,892420643555336193,7207,34593
1,892177421306343426,5409,29991
2,891815181378084864,3574,22570
3,891689557279858688,7428,37858
4,891327558926688256,7970,36147
5,891087950875897856,2677,18229
6,890971913173991426,1720,10621
7,890729181411237888,16226,58233
8,890609185150312448,3718,25106
9,890240255349198849,6264,28624
10,890006608113172480,6311,27642
11,889880896479866881,4284,25137
12,889665388333682689,8583,43074
13,889638837579907072,3830,24215
14,889531135344209921,1930,13648
15,889278841981685760,4571,22631
16,888917238123831296,3846,26206
17,888804989199671297,3635,22980
18,888554962724278272,2961,17732
19,888078434458587136,2978,19586
20,887705289381826560,4650,27250
21,887517139158093824,10097,41699
22,887473957103951883,15434,61673
23,887343217045368832,9047,30266
24,887101392804085760,5117,27599
25,886983233522544640,6534,31134
26,886736880519319552,2722,10736
27,886680336477933568,3841,20217
28,886366144734445568,2709,18982
29,886267009285017600,3,104
30,886258384151887873,5421,25141
31,886054160059072513,96,0
32,885984800019947520,5766,29283
33,885528943205470208,5493,32329
34,885518971528720385,3196,18420
35,885311592912609280,15863,0
36,885167619883638784,3759,19672
37,884925521741709313,15466,68992
38,884876753390489601,4789,24975
39,884562892145688576,4024,21839
40,884441805382717440,4907,24418
41,884247878851493888,17415,64918
42,884162670584377345,2560,18359
43,883838122936631299,2939,19640
44,883482846933004288,8499,41181
45,883360690899218434,3163,20405
46,883117836046086144,5686,33320
47,882992080364220416,3320,21475
48,882762694511734784,4207,25374
49,882627270321602560,5209,25192
50,882268110199369728,9946,40174
51,882045870035918850,4187,26371
52,881906580714921986,2925,21938
53,881666595344535552,9202,45610
54,881633300179243008,8,113
55,881536004380872706,13773,44497
56,881268444196462592,4596,20973
57,880935762899988482,2399,15390
58,880872448815771648,3287,19166
59,880465832366813184,5346,25582
60,880221127280381952,3575,24252
61,880095782870896641,3744,24869
62,879862464715927552,2999,20178
63,879674319642796034,9,284
64,879492040517615616,2715,21184
65,879415818425184262,38474,95077
66,879376492567855104,2706,15195
67,879130579576475649,5886,0
68,879050749262655488,4054,20286
69,879008229531029506,2308,17158
70,878776093423087618,3530,17510
71,878604707211726852,6084,27039
72,878404777348136964,1101,0
73,878316110768087041,5696,0
74,878281511006478336,1101,6955
75,878057613040115712,5886,37960
76,877736472329191424,16272,71116
77,877611172832227328,70,0
78,877556246731214848,3262,20430
79,877316821321428993,4477,24740
80,877201837425926144,4776,24415
81,876838120628539392,2873,18657
82,876537666061221889,4081,21496
83,876484053909872640,2051,16950
84,876120275196170240,4019,25248
85,875747767867523072,3688,22690
86,875144289856114688,4240,19823
87,875097192612077568,5268,24800
88,875021211251597312,4084,23063
89,874680097055178752,4027,25158
90,874434818259525634,12567,0
91,874296783580663808,3582,23550
92,874057562936811520,3466,20597
93,874012996292530176,8817,30825
94,873580283840344065,3417,21929
95,873337748698140672,1363,0
96,873213775632977920,1363,6467
97,872967104147763200,4679,24621
98,872820683541237760,3241,13367
99,872620804844003328,3149,18786
100,872486979161796608,7924,36937
101,872122724285648897,7040,30985
102,871879754684805121,9496,33907
103,871762521631449091,3042,18313
104,871515927908634625,3023,18292
105,871166179821445120,5006,0
106,871102520638267392,4822,18981
107,871032628920680449,3315,20636
108,870804317367881728,5410,30515
109,870726314365509632,3,109
110,870656317836468226,2268,11137
111,870374049280663552,23376,75716
112,870308999962521604,3635,19927
113,870063196459192321,7262,33146
114,869772420881756160,8913,38816
115,869702957897576449,5515,25619
116,869596645499047938,2708,14538
117,869227993411051520,3292,18561
118,868880397819494401,12613,59349
119,868639477480148993,1801,0
120,868622495443632128,4615,24207
121,868552278524837888,1802,9192
122,867900495410671616,3672,22077
123,867774946302451713,6421,30942
124,867421006826221569,2182,14658
125,867072653475098625,106,0
126,867051520902168576,6954,29361
127,866720684873056260,4231,18238
128,866686824827068416,3041,17548
129,866450705531457537,31110,111444
130,866334964761202691,12567,47712
131,866094527597207552,7366,0
132,865718153858494464,4983,23500
133,865359393868664832,4411,24169
134,865006731092295680,6828,25638
135,864873206498414592,7685,29474
136,864279568663928832,2651,13369
137,864197398364647424,7790,27306
138,863907417377173506,3684,18902
139,863553081350529029,3732,13972
140,863471782782697472,2141,0
141,863432100342583297,4676,21839
142,863427515083354112,82,2003
143,863079547188785154,987,8069
144,863062471531167744,2141,7709
145,862831371563274240,4577,17594
146,862722525377298433,3170,15696
147,862457590147678208,4362,18700
148,862096992088072192,20556,67927
149,861383897657036800,9543,33091
150,861288531465048066,3687,15745
151,861005113778896900,3413,15356
152,860981674716409858,1904,0
153,860924035999428608,696,0
154,860563773140209665,1904,6883
155,860524505164394496,4735,21767
156,860276583193509888,3148,16991
157,860184849394610176,5242,15329
158,860177593139703809,27577,0
159,859924526012018688,3678,18082
160,859851578198683649,3160,14280
161,859607811541651456,1390,17215
162,859196978902773760,27020,82622
163,859074603037188101,12281,31147
164,858860390427611136,7294,0
165,858843525470990336,3110,14437
166,858471635011153920,4387,19957
167,858107933456039936,2601,14585
168,857989990357356544,2321,14857
169,857746408056729600,9597,31585
170,857393404942143489,1475,5437
171,857263160327368704,4080,18650
172,857214891891077121,16,207
173,857062103051644929,152,0
174,857029823797047296,3591,17463
175,856543823941562368,2617,15213
176,856526610513747968,1707,11079
177,856288084350160898,15,495
178,856282028240666624,5728,25830
179,855862651834028034,22,311
180,855860136149123072,876,4541
181,855857698524602368,1907,11092
182,855851453814013952,16531,42859
183,855818117272018944,4951,24830
184,855459453768019968,7488,27740
185,855245323840757760,5421,0
186,855138241867124737,39,0
187,854732716440526848,5530,21230
188,854482394044301312,6202,27265
189,854365224396361728,4275,17632
190,854120357044912130,6804,29894
191,854010172552949760,2883,15208
192,853760880890318849,5271,26741
193,853639147608842240,9136,32370
194,853299958564483072,3252,14509
195,852936405516943360,1833,0
196,852912242202992640,1656,8454
197,852672615818899456,1991,14005
198,852553447878664193,3208,15275
199,852311364735569921,9128,31098
200,852226086759018497,6269,18766
201,852189679701164033,1458,10805
202,851861385021730816,19,0
203,851591660324737024,3220,15327
204,851464819735769094,6507,22839
205,851224888060895234,5311,19505
206,850753642995093505,8346,28906
207,850380195714523136,2402,12371
208,850333567704068097,306,3271
209,850145622816686080,3492,15394
210,850019790995546112,4504,19249
211,849776966551130114,7024,28654
212,849668094696017920,4589,0
213,849412302885593088,2917,15016
214,849336543269576704,1740,10809
215,849051919805034497,7858,40019
216,848690551926992896,4019,23869
217,848324959059550208,4290,23419
218,848213670039564288,669,7737
219,848212111729840128,2804,15424
220,847978865427394560,3024,0
221,847971574464610304,411,0
222,847962785489326080,4726,22285
223,847842811428974592,1222,5130
224,847617282490613760,383,6633
225,847606175596138505,3178,17805
226,847251039262605312,4032,19464
227,847157206088847362,5403,18826
228,847116187444137987,2958,20360
229,846874817362120707,3653,19072
230,846514051647705089,10725,42220
231,846505985330044928,2854,13415
232,846153765933735936,8434,29896
233,846139713627017216,9419,29478
234,846042936437604353,2665,15181
235,845812042753855489,8091,27765
236,845677943972139009,4504,23991
237,845397057150107648,1660,7272
238,845306882940190720,5019,22178
239,845098359547420673,7141,0
240,844979544864018432,2378,12973
241,844973813909606400,2951,14293
242,844580511645339650,2895,15653
243,844223788422217728,2043,13025
244,843981021012017153,2775,14473
245,843856843873095681,4306,20456
246,843604394117681152,2557,16110
247,843235543001513987,5592,20492
248,842846295480000512,3412,14590
249,842765311967449089,1197,6432
250,842535590457499648,3286,17329
251,842163532590374912,5421,23326
252,842115215311396866,2840,13342
253,841833993020538882,14022,0
254,841680585030541313,7364,24627
255,841439858740625411,3421,12044
256,841320156043304961,5175,18920
257,841314665196081154,4356,15123
258,841077006473256960,5006,21858
259,840761248237133825,1654,0
260,840728873075638272,15044,0
261,840698636975636481,2,169
262,840696689258311684,909,11749
263,840632337062862849,1654,8620
264,840370681858686976,4291,15731
265,840268004936019968,5384,18385
266,839990271299457024,2127,12850
267,839549326359670784,7294,26218
268,839290600511926273,137,0
269,839239871831150596,6103,25888
270,838952994649550848,3763,18830
271,838921590096166913,1921,10677
272,838916489579200512,31,0
273,838831947270979586,10359,0
274,838561493054533637,1258,10515
275,838476387338051585,4471,21514
276,838201503651401729,9460,0
277,838150277551247360,312,1598
278,838085839343206401,1,134
279,838083903487373313,2924,16890
280,837820167694528512,7366,32634
281,837482249356513284,420,3705
282,837471256429613056,2123,12286
283,837110210464448512,2235,15427
284,836989968035819520,2173,12257
285,836753516572119041,4373,18580
286,836677758902222849,2089,12130
287,836648853927522308,521,0
288,836397794269200385,25901,0
289,836380477523124226,2824,14212
290,836260088725786625,4096,20467
291,836001077879255040,4020,18351
292,835685285446955009,7676,0
293,835574547218894849,3403,17097
294,835536468978302976,1589,0
295,835309094223372289,19760,0
296,835297930240217089,2828,15837
297,835264098648616962,1589,7417
298,835246439529840640,67,2022
299,835172783151792128,5425,25166
300,835152434251116546,2839,21489
301,834931633769889797,1523,10356
302,834786237630337024,5233,20678
303,834574053763584002,2373,13114
304,834477809192075265,10067,0
305,834458053273591808,1585,9251
306,834209720923721728,4471,19733
307,834167344700198914,3472,15217
308,834089966724603904,2019,9654
309,834086379323871233,2087,12547
310,833863086058651648,2271,12941
311,833826103416520705,3571,17476
312,833732339549220864,209,0
313,833722901757046785,3076,20131
314,833479644947025920,1937,14333
315,833124694597443584,4589,19473
316,832998151111966721,2076,12741
317,832769181346996225,38,0
318,832757312314028032,3424,16240
319,832682457690300417,2756,11433
320,832645525019123713,502,2813
321,832636094638288896,2635,15288
322,832397543355072512,2097,11519
323,832369877331693569,3024,16516
324,832273440279240704,2219,10926
325,832215909146226688,5899,0
326,832215726631055365,8833,0
327,832088576586297345,2,61
328,832040443403784192,9094,0
329,832032802820481025,4422,17185
330,831939777352105988,5820,23078
331,831926988323639298,34,324
332,831911600680497154,6161,26500
333,831670449226514432,1727,10036
334,831650051525054464,1833,6858
335,831552930092285952,2215,8659
336,831322785565769729,1484,8962
337,831315979191906304,1061,6301
338,831309418084069378,2337,11365
339,831262627380748289,1952,11449
340,830956169170665475,1418,7697
341,830583320585068544,15863,64187
342,830173239259324417,5385,0
343,830097400375152640,2785,9391
344,829878982036299777,4751,0
345,829861396166877184,1837,11816
346,829501995190984704,10067,30597
347,829449946868879360,1914,10109
348,829141528400556032,6973,23481
349,829011960981237760,15572,51481
350,828801551087042563,3255,0
351,828770345708580865,5567,24686
352,828708714936930305,10647,35178
353,828650029636317184,1278,9179
354,828409743546925057,1106,6138
355,828408677031882754,1225,7422
356,828381636999917570,2123,12164
357,828376505180889089,1018,7131
358,828372645993398273,2787,12159
359,828361771580813312,169,2109
360,828046555563323392,2736,11325
361,828011680017821696,2050,10009
362,827933404142436356,4980,19338
363,827653905312006145,2877,14959
364,827600520311402496,889,7226
365,827324948884643840,2880,15304
366,827199976799354881,2117,10224
367,826958653328592898,4751,20835
368,826848821049180160,9637,34881
369,826615380357632002,3788,0
370,826598799820865537,235,4964
371,826598365270007810,2235,9675
372,826476773533745153,4004,17765
373,826240494070030336,2479,12824
374,826204788643753985,876,4716
375,826115272272650244,2958,15112
376,825876512159186944,1777,10136
377,825829644528148480,2396,12328
378,825535076884762624,16808,55228
379,825147591692263424,4317,17685
380,825120256414846976,1191,0
381,825026590719483904,1191,6048
382,824796380199809024,5251,0
383,824775126675836928,3346,14419
384,824663926340194305,1686,10164
385,824325613288833024,10152,11436
386,824297048279236611,3676,14557
387,824025158776213504,573,4683
388,823939628516474880,2602,10295
389,823719002937630720,10655,0
390,823699002998870016,2403,13517
391,823581115634085888,2503,12584
392,823333489516937216,22,681
393,823322678127919110,3830,15193
394,823269594223824897,9456,0
395,822975315408461824,3299,16779
396,822872901745569793,41158,127090
397,822859134160621569,2174,12792
398,822647212903690241,6114,0
399,822610361945911296,2807,14308
400,822489057087389700,6114,17546
401,822462944365645825,13574,26942
402,822244816520155136,9456,33841
403,822163064745328640,4523,0
404,821886076407029760,2202,10939
405,821813639212650496,3203,0
406,821765923262631936,1596,8129
407,821522889702862852,1668,7767
408,821421320206483457,5309,0
409,821407182352777218,4114,11353
410,821153421864615936,9,241
411,821149554670182400,1870,8320
412,821107785811234820,2037,9287
413,821044531881721856,2180,12264
414,820837357901512704,6422,0
415,820749716845686786,9460,30581
416,820690176645140481,3083,11842
417,820494788566847489,539,0
418,820446719150292993,2456,0
419,820314633777061888,539,3249
420,820078625395449857,5984,19145
421,820013781606658049,1122,0
422,819952236453363712,1122,5147
423,819924195358416896,4670,12532
424,819711362133872643,2971,12949
425,819588359383371776,1917,9367
426,819347104292290561,1155,7007
427,819238181065359361,391,2186
428,819227688460238848,6422,22310
429,819015337530290176,35511,0
430,819015331746349057,18254,0
431,819006400881917954,18254,43999
432,819004803107983360,35511,84593
433,818646164899774465,20022,0
434,818627210458333184,7248,21725
435,818614493328580609,2420,9532
436,818588835076603904,5839,0
437,818536468981415936,2340,10514
438,818307523543449600,7703,0
439,818259473185828864,2148,10665
440,818145370475810820,2441,11895
441,817908911860748288,760,4711
442,817827839487737858,25901,49860
443,817777686764523521,2578,10457
444,817536400337801217,2816,11407
445,817502432452313088,3240,0
446,817423860136083457,14022,32677
447,817415592588222464,915,5423
448,817181837579653120,8099,0
449,817171292965273600,1936,8500
450,817120970343411712,2491,11819
451,817056546584727552,1575,8338
452,816829038950027264,4509,0
453,816816676327063552,1946,9708
454,816697700272001025,2105,9483
455,816450570814898180,7703,29418
456,816336735214911488,1858,8349
457,816091915477250048,2047,8677
458,816062466425819140,974,0
459,816014286006976512,5030,0
460,815990720817401858,974,4793
461,815966073409433600,8099,21690
462,815745968457060357,3973,0
463,815736392542261248,2176,9551
464,815639385530101762,1586,7989
465,815390420867969024,3664,10048
466,814986499976527872,1220,7430
467,814638523311648768,2588,10952
468,814578408554463233,5618,0
469,814530161257443328,1779,8382
470,814153002265309185,8321,27924
471,813944609378369540,3050,0
472,813910438903693312,1785,9053
473,813812741911748608,13421,35410
474,813800681631023104,1695,8077
475,813217897535406080,7021,18097
476,813202720496779264,1754,8984
477,813187593374461952,4178,19300
478,813172488309972993,1852,9020
479,813157409116065792,2110,7545
480,813142292504645637,2302,8265
481,813130366689148928,429,4369
482,813127251579564032,2996,11479
483,813112105746448384,2633,10018
484,813096984823349248,3484,10275
485,813081950185472002,2670,9638
486,813066809284972545,1883,7719
487,813051746834595840,7059,20383
488,812781120811126785,1830,7326
489,812709060537683968,1387,6457
490,812503143955202048,1179,5889
491,812466873996607488,1844,7759
492,812372279581671427,3522,13269
493,811985624773361665,1351,7080
494,811744202451197953,1531,7345
495,811647686436880384,709,5451
496,811627233043480576,2947,12379
497,811386762094317568,6145,20351
498,810984652412424192,1370,5172
499,810896069567610880,1689,8757
500,810657578271330305,2530,10657
501,810284430598270976,10807,34194
502,810254108431155201,3255,14311
503,809920764300447744,3788,15135
504,809808892968534016,4705,0
505,809448704142938112,1412,6760
506,809220051211603969,5385,19352
507,809084759137812480,3407,12862
508,808838249661788160,2933,9870
509,808733504066486276,2085,7690
510,808501579447930884,2506,11020
511,808344865868283904,20022,41238
512,808134635716833280,5680,0
513,808106460588765185,2129,8586
514,808001312164028416,3406,12191
515,807621403335917568,3482,14198
516,807106840509214720,53222,114665
517,807059379405148160,7070,0
518,807010152071229440,3729,12782
519,806629075125202948,33314,72428
520,806620845233815552,5309,0
521,806576416489959424,1884,4768
522,806542213899489280,2279,9948
523,806242860592926720,11193,0
524,806219024703037440,1159,6291
525,805958939288408065,5164,0
526,805932879469572096,1855,8094
527,805826884734976000,1761,6401
528,805823200554876929,7716,0
529,805520635690676224,1601,5609
530,805487436403003392,2443,8579
531,805207613751304193,1668,7647
532,804738756058218496,3692,13313
533,804475857670639616,1949,5983
534,804413760345620481,3106,0
535,804026241225523202,15509,43190
536,803773340896923648,2644,9789
537,803692223237865472,7161,0
538,803638050916102144,4003,10656
539,803380650405482500,1812,7560
540,803321560782307329,5110,0
541,803276597545603072,2364,9772
542,802952499103731712,1927,8797
543,802624713319034886,2802,0
544,802600418706604034,1409,6929
545,802572683846291456,2430,8736
546,802323869084381190,5646,15773
547,802265048156610565,1334,6771
548,802239329049477120,2527,8869
549,802185808107208704,263,0
550,801958328846974976,1652,7554
551,801854953262350336,228,1758
552,801538201127157760,2003,8020
553,801285448605831168,794,5894
554,801167903437357056,5680,23776
555,801127390143516673,3824,0
556,801115127852503040,2026,7861
557,800859414831898624,95,668
558,800855607700029440,1550,0
559,800751577355128832,2704,10324
560,800513324630806528,2896,12822
561,800459316964663297,2105,9257
562,800443802682937345,4156,0
563,800388270626521089,2700,10867
564,800188575492947969,3807,0
565,800141422401830912,2456,14872
566,800018252395122689,12664,27574
567,799774291445383169,4491,0
568,799757965289017345,2074,8173
569,799422933579902976,1852,7868
570,799308762079035393,5236,0
571,799297110730567681,2642,9617
572,799063482566066176,2399,7871
573,798933969379225600,4306,12736
574,798925684722855936,1393,7330
575,798705661114773508,6413,0
576,798701998996647937,7476,0
577,798697898615730177,6283,0
578,798694562394996736,4781,0
579,798686750113755136,2247,0
580,798682547630837760,4578,0
581,798673117451325440,5375,0
582,798665375516884993,3778,0
583,798644042770751489,1788,0
584,798628517273620480,1904,0
585,798585098161549313,5459,0
586,798576900688019456,5638,0
587,798340744599797760,3229,0
588,798209839306514432,2474,10163
589,797971864723324932,2994,11266
590,797545162159308800,4718,14196
591,797236660651966464,6342,19404
592,797165961484890113,26,220
593,796904159865868288,8618,0
594,796865951799083009,1880,7489
595,796759840936919040,2934,11495
596,796563435802726400,6963,0
597,796484825502875648,1695,7360
598,796387464403357696,4016,10725
599,796177847564038144,13753,0
600,796149749086875649,13753,31353
601,796125600683540480,1738,4848
602,796116448414461957,2320,8858
603,796080075804475393,2227,8234
604,796031486298386433,3603,10527
605,795464331001561088,22660,48067
606,795400264262053889,2761,9767
607,795076730285391872,5251,15756
608,794983741416415232,3242,0
609,794926597468000259,2226,9950
610,794355576146903043,9924,0
611,794332329137291264,2594,9371
612,794205286408003585,3210,9013
613,793962221541933056,4705,16349
614,793845145112371200,1794,8992
615,793614319594401792,3022,0
616,793601777308463104,1559,7784
617,793500921481273345,2293,10398
618,793286476301799424,8833,23929
619,793271401113350145,2318,8480
620,793256262322548741,8052,19440
621,793241302385262592,3177,10235
622,793226087023144960,2788,9541
623,793210959003287553,2691,8689
624,793195938047070209,5420,14839
625,793180763617361921,1927,6746
626,793165685325201412,2696,9136
627,793150605191548928,1640,5998
628,793135492858580992,2424,6237
629,793120401413079041,3777,12315
630,792913359805018113,3830,13933
631,792883833364439040,4117,11002
632,792773781206999040,1628,7172
633,792394556390137856,4144,13050
634,792050063153438720,1714,6947
635,791821351946420224,20365,0
636,791784077045166082,9199,0
637,791780927877898241,3683,0
638,791774931465953280,21366,43806
639,791672322847637504,3022,11454
640,791406955684368384,3973,12795
641,791312159183634433,2441,8524
642,791026214425268224,3934,0
643,790987426131050500,2058,9547
644,790946055508652032,4509,16253
645,790723298204217344,2224,0
646,790698755171364864,1858,8001
647,790581949425475584,6861,20083
648,790337589677002753,1826,7626
649,790277117346975746,3050,12225
650,790227638568808452,3425,0
651,789986466051088384,2224,9016
652,789960241177853952,3957,0
653,789903600034189313,3987,10041
654,789628658055020548,1697,7275
655,789599242079838210,1855,6557
656,789530877013393408,3242,11409
657,789314372632018944,2202,8395
658,789280767834746880,4732,0
659,789268448748703744,2524,8878
660,789137962068021249,2681,9449
661,788908386943430656,12028,26706
662,788765914992902144,9924,26587
663,788552643979468800,6872,0
664,788412144018661376,5080,15107
665,788178268662984705,2022,7060
666,788150585577050112,1232,5954
667,788070120937619456,3307,0
668,788039637453406209,1269,5954
669,787810552592695296,2928,8366
670,787717603741622272,2669,9964
671,787397959788929025,2750,10594
672,787322443945877504,1671,7584
673,787111942498508800,6485,0
674,786963064373534720,7676,25918
675,786729988674449408,2340,0
676,786709082849828864,5899,17774
677,786664955043049472,2437,10279
678,786595970293370880,3020,9220
679,786363235746385920,3329,10548
680,786286427768250368,2725,7731
681,786233965241827333,4523,14801
682,786051337297522688,152,1388
683,786036967502913536,6703,0
684,785927819176054784,3079,11081
685,785872687017132033,1731,6513
686,785639753186217984,2157,7650
687,785533386513321988,1901,8820
688,785515384317313025,1201,5963
689,785264754247995392,1567,7055
690,785170936622350336,4638,11654
691,784826020293709826,3106,9800
692,784517518371221505,2426,8712
693,784431430411685888,1226,5565
694,784183165795655680,7716,19446
695,784057939640352768,10655,28840
696,783839966405230592,10359,29060
697,783821107061198850,1881,7148
698,783695101801398276,3080,10143
699,783466772167098368,2145,8184
700,783391753726550016,5235,16382
701,783347506784731136,5311,0
702,783334639985389568,11193,28223
703,783085703974514689,2095,7913
704,782969140009107456,7070,23413
705,782747134529531904,1356,7245
706,782722598790725632,5164,16711
707,782598640137187329,1805,7564
708,782305867769217024,5309,16106
709,782021823840026624,5940,0
710,781955203444699136,3217,10824
711,781661882474196992,2595,10125
712,781655249211752448,1087,3875
713,781524693396357120,5309,20106
714,781308096455073793,2449,6919
715,781251288990355457,1984,8129
716,781163403222056960,2638,9500
717,780931614150983680,6963,20970
718,780858289093574656,1923,6964
719,780800785462489090,1239,5309
720,780601303617732608,3203,11724
721,780543529827336192,1672,6110
722,780496263422808064,3521,0
723,780476555013349377,107,0
724,780459368902959104,1025,5121
725,780192070812196864,2149,8434
726,780092040432480260,2205,0
727,780074436359819264,4720,11717
728,779834332596887552,6703,18231
729,779377524342161408,2975,8480
730,779124354206535695,17491,0
731,779056095788752897,4339,14269
732,778990705243029504,6849,19276
733,778774459159379968,9436,0
734,778764940568104960,347,836
735,778748913645780993,1247,6648
736,778650543019483137,1426,5566
737,778624900596654080,968,4453
738,778408200802557953,4121,13173
739,778396591732486144,11658,0
740,778383385161035776,1047,5632
741,778286810187399168,3158,10016
742,778039087836069888,2529,8192
743,778027034220126208,1535,6350
744,777953400541634568,3363,0
745,777885040357281792,1559,6148
746,777684233540206592,2802,10863
747,777641927919427584,4034,0
748,777621514455814149,2399,8445
749,777189768882946048,4113,13722
750,776819012571455488,13048,0
751,776813020089548800,1144,4713
752,776477788987613185,2643,8489
753,776249906839351296,8711,0
754,776218204058357768,15128,28790
755,776201521193218049,2406,9239
756,776113305656188928,4156,11390
757,776088319444877312,145,1764
758,775898661951791106,15997,0
759,775842724423557120,2536,11302
760,775733305207554048,3824,13406
761,775729183532220416,4399,12549
762,775364825476165632,2820,7130
763,775350846108426240,3725,9815
764,775085132600442880,4491,15011
765,774757898236878852,1699,8331
766,774639387460112384,1652,6509
767,774314403806253056,5236,21035
768,773985732834758656,3687,10375
769,773922284943896577,1665,6188
770,773704687002451968,1540,6388
771,773670353721753600,1256,5174
772,773547596996571136,5839,21315
773,773336787167145985,4826,0
774,773308824254029826,7141,22551
775,773247561583001600,3104,9136
776,773191612633579521,3940,9648
777,772877495989305348,3689,8262
778,772826264096874500,2262,7754
779,772615324260794368,3220,0
780,772581559778025472,1631,6276
781,730211855403241472,991,3597
782,730196704625098752,1749,4557
783,729854734790754305,1044,3813
784,729838605770891264,352,1635
785,729823566028484608,1162,3756
786,729463711119904772,2154,5457
787,729113531270991872,297,1776
788,728986383096946689,763,2969
789,728760639972315136,1592,4394
790,728751179681943552,638,2616
791,728653952833728512,974,3129
792,728409960103686147,1877,4633
793,728387165835677696,899,3514
794,728046963732717569,1125,4050
795,728035342121635841,1561,4291
796,728015554473250816,1027,3904
797,727685679342333952,597,2811
798,727644517743104000,1639,5541
799,727524757080539137,1131,4226
800,727314416056803329,700,3154
801,727286334147182592,770,2890
802,727175381690781696,1292,3692
803,727155742655025152,1233,3418
804,726935089318363137,2281,6508
805,726887082820554753,1414,3631
806,726828223124897792,944,3378
807,726224900189511680,1073,4189
808,725842289046749185,2495,6702
809,725786712245440512,1283,3947
810,725729321944506368,1659,4931
811,725458796924002305,573,1339
812,724983749226668032,1214,3534
813,724771698126512129,586,2213
814,724405726123311104,1559,5008
815,724049859469295616,1664,4079
816,724046343203856385,521,2515
817,724004602748780546,1436,3943
818,723912936180330496,1158,3689
819,723688335806480385,2728,7244
820,723673163800948736,834,2863
821,723179728551723008,1749,5003
822,722974582966214656,1469,3873
823,722613351520608256,1533,4717
824,721503162398597120,1699,4355
825,721001180231503872,574,2397
826,720785406564900865,722,2923
827,720775346191278080,606,2323
828,720415127506415616,1405,3905
829,720389942216527872,2336,6027
830,720340705894408192,912,2707
831,720059472081784833,1050,3648
832,720043174954147842,1878,4684
833,719991154352222208,1625,4587
834,719704490224398336,1333,4297
835,719551379208073216,1775,4776
836,719367763014393856,704,2655
837,719339463458033665,1153,4215
838,719332531645071360,890,3256
839,718971898235854848,1011,3286
840,718939241951195136,1634,4955
841,718631497683582976,7476,17830
842,718613305783398402,449,2314
